,GitHub Name,Smogon Name,PMD Reference,,Pts.,Spr.,D.Spr.,Pokémon,Types,,HP,Atk,Def,SpA,SpD,Spe,0,252,252+,,Sprite
,gogoat,gogoat,0673,,1,,,Gogoat,Grass,-,123,100,62,97,81,68,172,235,258,,
,pancham,pancham,0674,,1,,,Pancham,Fighting,-,67,82,62,46,48,43,122,185,203,,
,pangoro,pangoro,0675,,5,,,Pangoro,Fighting,Dark,95,124,78,69,71,58,152,215,236,,
,furfrou,furfrou,0676,,1,,,Furfrou,Normal,-,75,80,60,65,90,102,240,303,333,,
,espurr,espurr,0677,,1,,,Espurr,Psychic,-,62,48,54,63,60,68,172,235,258,,
,meowstic,meowstic,0678,,,,,-,Psychic,-,74,48,76,83,81,104,244,307,337,,
,meowstic-f,meowstic-f,0678/0001,,1,,,Meowstic,Psychic,-,74,48,76,83,81,104,244,307,337,,
,honedge,honedge,0679,,1,,,Honedge,Steel,Ghost,45,80,100,35,37,28,92,155,170,,
,doublade,doublade,0680,,1,,,Doublade,Steel,Ghost,59,110,150,45,49,35,106,169,185,,
,aegislash,aegislash,0681,,99,,,Aegislash,Steel,Ghost,60,50,140,50,140,60,156,219,240,,
,aegislash-blade,aegislash-blade,0681/0001,,,,,-,Steel,Ghost,60,140,50,140,50,60,156,219,240,,
,spritzee,spritzee,0682,,1,,,Spritzee,Fairy,-,78,52,60,63,65,23,82,145,159,,
,aromatisse,aromatisse,0683,,2,,,Aromatisse,Fairy,-,101,72,72,99,89,29,94,157,172,,
,swirlix,swirlix,0684,,1,,,Swirlix,Fairy,-,62,48,66,59,57,49,134,197,216,,
,slurpuff,slurpuff,0685,,5,,,Slurpuff,Fairy,-,82,80,86,85,75,72,180,243,267,,
,inkay,inkay,0686,,1,,,Inkay,Dark,Psychic,53,54,53,37,46,45,126,189,207,,
,malamar,malamar,0687,,1,,,Malamar,Dark,Psychic,86,92,88,68,75,73,182,245,269,,
,binacle,binacle,0688,,1,,,Binacle,Rock,Water,42,52,67,39,56,50,136,199,218,,
,barbaracle,barbaracle,0689,,3,,,Barbaracle,Rock,Water,72,105,115,54,86,68,172,235,258,,
,skrelp,skrelp,0690,,1,,,Skrelp,Poison,Water,50,60,60,60,60,30,96,159,174,,
,dragalge,dragalge,0691,,7,,,Dragalge,Poison,Dragon,65,75,90,97,123,44,124,187,205,,
,clauncher,clauncher,0692,,1,,,Clauncher,Water,-,50,53,62,58,63,44,124,187,205,,
,clawitzer,clawitzer,0693,,2,,,Clawitzer,Water,-,71,73,88,120,89,59,154,217,238,,
,helioptile,helioptile,0694,,1,,,Helioptile,Electric,Normal,44,38,33,61,43,70,176,239,262,,
,heliolisk,heliolisk,0695,,4,,,Heliolisk,Electric,Normal,62,55,52,109,94,109,254,317,348,,
,tyrunt,tyrunt,0696,,1,,,Tyrunt,Rock,Dragon,58,89,77,45,45,48,132,195,214,,
,tyrantrum,tyrantrum,0697,,4,,,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,178,241,265,,
,amaura,amaura,0698,,1,,,Amaura,Rock,Ice,77,59,50,67,63,46,128,191,210,,
,aurorus,aurorus,0699,,1,,,Aurorus,Rock,Ice,123,77,72,99,92,58,152,215,236,,
,sylveon,sylveon,0700,,12,,,Sylveon,Fairy,-,95,65,65,110,130,60,156,219,240,,
,hawlucha,hawlucha,0701,,14,,,Hawlucha,Fighting,Flying,78,92,75,74,63,118,272,335,368,,
,dedenne,dedenne,0702,,1,,,Dedenne,Electric,Fairy,67,58,57,81,67,101,238,301,331,,
,carbink,carbink,0703,,1,,,Carbink,Rock,Fairy,50,50,150,50,150,50,136,199,218,,
,goomy,goomy,0704,,1,,,Goomy,Dragon,-,45,50,35,55,75,40,116,179,196,,
,sliggoo,sliggoo,0705,,1,,,Sliggoo,Dragon,-,68,75,53,83,113,60,156,219,240,,
,sliggoo-hisui,sliggoo-hisui,0705/0001,,,,,Hisuian Sliggoo,Steel,Dragon,58,75,83,83,113,40,116,179,196,,
,goodra,goodra,0706,,11,,,Goodra,Dragon,-,90,100,70,110,150,80,196,259,284,,
,goodra-hisui,goodra-hisui,0706/0001,,,,,Hisuian Goodra,Steel,Dragon,80,100,100,110,150,60,156,219,240,,
,klefki,klefki,0707,,11,,,Klefki,Steel,Fairy,57,80,91,80,87,75,186,249,273,,
,phantump,phantump,0708,,1,,,Phantump,Ghost,Grass,43,70,48,50,60,38,112,175,192,,
,trevenant,trevenant,0709,,2,,,Trevenant,Ghost,Grass,85,110,76,65,82,56,148,211,232,,
,pumpkaboo,pumpkaboo,0710,,1,,,Pumpkaboo,Ghost,Grass,49,66,70,44,55,51,138,201,221,,
,pumpkaboo-small,pumpkaboo-small,0710,,,,,-,Ghost,Grass,44,66,70,44,55,56,148,211,232,,
,pumpkaboo-large,pumpkaboo-large,0710,,,,,-,Ghost,Grass,54,66,70,44,55,46,128,191,210,,
,pumpkaboo-super,pumpkaboo-super,0710,,,,,-,Ghost,Grass,59,66,70,44,55,41,118,181,199,,
,gourgeist,gourgeist,0711,,5,,,Gourgeist,Ghost,Grass,65,90,122,58,75,84,204,267,293,,
,gourgeist-small,gourgeist-small,0711,,,,,-,Ghost,Grass,55,85,122,58,75,99,234,297,326,,
,gourgeist-large,gourgeist-large,0711,,,,,-,Ghost,Grass,75,95,122,58,75,69,174,237,260,,
,gourgeist-super,gourgeist-super,0711,,,,,-,Ghost,Grass,85,100,122,58,75,54,144,207,227,,
,bergmite,bergmite,0712,,1,,,Bergmite,Ice,-,55,69,85,32,35,28,92,155,170,,
,avalugg,avalugg,0713,,1,,,Avalugg,Ice,-,95,117,184,44,46,28,92,155,170,,
,avalugg-hisui,avalugg-hisui,0713/0001,,,,,Hisuian Avalugg,Ice,Rock,95,127,184,34,36,38,112,175,192,,
,noibat,noibat,0714,,1,,,Noibat,Flying,Dragon,40,30,35,45,40,55,146,209,229,,
,noivern,noivern,0715,,5,,,Noivern,Flying,Dragon,85,70,80,97,80,123,282,345,379,,
,xerneas,xerneas,0716,,99,,,Xerneas,Fairy,-,126,131,95,131,98,99,234,297,326,,
,yveltal,yveltal,0717,,99,,,Yveltal,Dark,Flying,126,131,95,131,98,99,234,297,326,,
,zygarde,zygarde,0718,,18,,,Zygarde-50%,Dragon,Ground,108,100,121,81,95,95,226,289,317,,
,zygarde-10,zygarde-10,0718/0002,,6,,,Zygarde-10%,Dragon,Ground,54,100,71,61,85,115,266,329,361,,
,zygarde-complete,zygarde-complete,0718/0001,,99,,,Zygarde-Complete,Dragon,Ground,216,100,121,91,95,85,206,269,295,,
,diancie,diancie,0719,,9,,,Diancie,Rock,Fairy,50,100,150,100,150,50,136,199,218,,
,diancie-mega,diancie-mega,0719/0001,,17,,,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,256,319,350,,
,hoopa,hoopa,0720,,2,,,Hoopa,Psychic,Ghost,80,110,60,150,130,70,176,239,262,,
,hoopa-unbound,hoopa-unbound,0720/0001,,16,,,Hoopa-Unbound,Psychic,Dark,80,160,60,170,130,80,196,259,284,,
,volcanion,volcanion,0721,,15,,,Volcanion,Fire,Water,80,110,120,130,90,70,176,239,262,,
,rowlet,rowlet,0722,,1,,,Rowlet,Grass,Flying,68,55,55,50,50,42,120,183,201,,
,dartrix,dartrix,0723,,1,,,Dartrix,Grass,Flying,78,75,75,70,70,52,140,203,223,,
,decidueye,decidueye,0724,,9,,,Decidueye,Grass,Ghost,78,107,75,100,100,70,176,239,262,,
,decidueye-hisui,decidueye-hisui,0724/0001,,,,,Hisuian Decidueye,Grass,Fighting,88,112,80,95,95,60,156,219,240,,
,litten,litten,0725,,1,,,Litten,Fire,-,45,65,40,60,40,70,176,239,262,,
,torracat,torracat,0726,,1,,,Torracat,Fire,-,65,85,50,80,50,90,216,279,306,,
,incineroar,incineroar,0727,,11,,,Incineroar,Fire,Dark,95,115,90,80,90,60,156,219,240,,
,popplio,popplio,0728,,1,,,Popplio,Water,-,50,54,54,66,56,40,116,179,196,,
,brionne,brionne,0729,,1,,,Brionne,Water,-,60,69,69,91,81,50,136,199,218,,
,primarina,primarina,0730,,10,,,Primarina,Water,Fairy,80,74,74,126,116,60,156,219,240,,
,pikipek,pikipek,0731,,1,,,Pikipek,Normal,Flying,35,75,30,30,30,65,166,229,251,,
,trumbeak,trumbeak,0732,,1,,,Trumbeak,Normal,Flying,55,85,50,40,50,75,186,249,273,,
,toucannon,toucannon,0733,,1,,,Toucannon,Normal,Flying,80,120,75,75,75,60,156,219,240,,
,yungoos,yungoos,0734,,1,,,Yungoos,Normal,-,48,70,30,30,30,45,126,189,207,,
,gumshoos,gumshoos,0735,,1,,,Gumshoos,Normal,-,88,110,60,55,60,45,126,189,207,,
,grubbin,grubbin,0736,,1,,,Grubbin,Bug,-,47,62,45,55,45,46,128,191,210,,
,charjabug,charjabug,0737,,1,,,Charjabug,Bug,Electric,57,82,95,55,75,36,108,171,188,,
,vikavolt,vikavolt,0738,,3,,,Vikavolt,Bug,Electric,77,70,90,145,75,43,122,185,203,,
,crabrawler,crabrawler,0739,,1,,,Crabrawler,Fighting,-,47,82,57,42,47,63,162,225,247,,
,crabominable,crabominable,0740,,1,,,Crabominable,Fighting,Ice,97,132,77,62,67,43,122,185,203,,
,oricorio,oricorio,0741,,2,,,Oricorio-Baile,Fire,Flying,75,70,70,98,70,93,222,285,313,,
,oricorio-pom-pom,oricorio-pompom,0741/0001,,,,,Oricorio-Pompom,Electric,Flying,75,70,70,98,70,93,222,285,313,,
,oricorio-pau,oricorio-pau,0741/0002,,,,,Oricorio-Pau,Psychic,Flying,75,70,70,98,70,93,222,285,313,,
,oricorio-sensu,oricorio-sensu,0741/0003,,,,,Oricorio-Sensu,Ghost,Flying,75,70,70,98,70,93,222,285,313,,
,cutiefly,cutiefly,0742,,1,,,Cutiefly,Bug,Fairy,40,45,40,55,40,84,204,267,293,,
,ribombee,ribombee,0743,,6,,,Ribombee,Bug,Fairy,60,55,60,95,70,124,284,347,381,,
,rockruff,rockruff,0744,,1,,,Rockruff,Rock,-,45,65,40,30,40,60,156,219,240,,
,lycanroc,lycanroc,0745,,4,,,Lycanroc-Midday,Rock,-,75,115,65,55,65,112,260,323,355,,
,lycanroc-midnight,lycanroc-midnight,0745/0001,,1,,,Lycanroc-Midnight,Rock,-,85,115,75,55,75,82,200,263,289,,
,lycanroc-dusk,lycanroc-dusk,0745/0002,,10,,,Lycanroc-Dusk,Rock,-,75,117,65,55,65,110,256,319,350,,
,wishiwashi,wishiwashi,0746,,3,,,Wishiwashi,Water,-,45,20,20,25,25,40,116,179,196,,
,wishiwashi-school,wishiwashi-school,0746/0001,,,,,-,Water,-,45,140,130,140,135,30,96,159,174,,
,mareanie,mareanie,0747,,1,,,Mareanie,Poison,Water,50,53,62,43,52,45,126,189,207,,
,toxapex,toxapex,0748,,13,,,Toxapex,Poison,Water,50,63,152,53,142,35,106,169,185,,
,mudbray,mudbray,0749,,1,,,Mudbray,Ground,-,70,100,70,45,55,45,126,189,207,,
,mudsdale,mudsdale,0750,,5,,,Mudsdale,Ground,-,100,125,100,55,85,35,106,169,185,,
,dewpider,dewpider,0751,,1,,,Dewpider,Water,Bug,38,40,52,40,72,27,90,153,168,,
,araquanid,araquanid,0752,,10,,,Araquanid,Water,Bug,68,70,92,50,132,42,120,183,201,,
,fomantis,fomantis,0753,,1,,,Fomantis,Grass,-,40,55,35,50,35,35,106,169,185,,
,lurantis,lurantis,0754,,3,,,Lurantis,Grass,-,70,105,90,80,90,45,126,189,207,,
,morelull,morelull,0755,,1,,,Morelull,Grass,Fairy,40,35,55,65,75,15,66,129,141,,
,shiinotic,shiinotic,0756,,1,,,Shiinotic,Grass,Fairy,60,45,80,90,100,30,96,159,174,,
,salandit,salandit,0757,,1,,,Salandit,Poison,Fire,48,44,40,71,40,77,190,253,278,,
,salazzle,salazzle,0758,,11,,,Salazzle,Poison,Fire,68,64,60,111,60,117,270,333,366,,
,stufful,stufful,0759,,1,,,Stufful,Normal,Fighting,70,75,50,45,50,50,136,199,218,,
,bewear,bewear,0760,,1,,,Bewear,Normal,Fighting,120,125,80,55,60,60,156,219,240,,
,bounsweet,bounsweet,0761,,1,,,Bounsweet,Grass,-,42,30,38,30,38,32,100,163,179,,
,steenee,steenee,0762,,1,,,Steenee,Grass,-,52,40,48,40,48,62,160,223,245,,
,tsareena,tsareena,0763,,5,,,Tsareena,Grass,-,72,120,98,50,98,72,180,243,267,,
,comfey,comfey,0764,,10,,,Comfey,Fairy,-,51,52,90,82,110,100,236,299,328,,
,oranguru,oranguru,0765,,1,,,Oranguru,Normal,Psychic,90,60,80,90,110,60,156,219,240,,
,passimian,passimian,0766,,3,,,Passimian,Fighting,-,100,120,90,40,60,80,196,259,284,,
,wimpod,wimpod,0767,,1,,,Wimpod,Bug,Water,25,35,40,20,30,80,196,259,284,,
,golisopod,golisopod,0768,,3,,,Golisopod,Bug,Water,75,125,140,60,90,40,116,179,196,,
,sandygast,sandygast,0769,,1,,,Sandygast,Ghost,Ground,55,55,80,70,45,15,66,129,141,,
,palossand,palossand,0770,,3,,,Palossand,Ghost,Ground,85,75,110,100,75,35,106,169,185,,
,pyukumuku,pyukumuku,0771,,2,,,Pyukumuku,Water,-,55,60,130,30,130,5,46,109,119,,
,type-null,typenull,0772,,3,,,Type: Null,Normal,-,95,95,95,95,95,59,154,217,238,,
,silvally,silvally,0773,,13,,,Silvally,Normal,-,95,95,95,95,95,95,226,289,317,,
,silvally-bug,silvally-bug,0773/0006,,,,,-,Bug,-,95,95,95,95,95,95,226,289,317,,
,silvally-dark,silvally-dark,0773/0016,,,,,-,Dark,-,95,95,95,95,95,95,226,289,317,,
,silvally-dragon,silvally-dragon,0773/0015,,,,,-,Dragon,-,95,95,95,95,95,95,226,289,317,,
,silvally-electric,silvally-electric,0773/0012,,,,,-,Electric,-,95,95,95,95,95,95,226,289,317,,
,silvally-fairy,silvally-fairy,0773/0017,,,,,-,Fairy,-,95,95,95,95,95,95,226,289,317,,
,silvally-fighting,silvally-fighting,0773/0001,,,,,-,Fighting,-,95,95,95,95,95,95,226,289,317,,
,silvally-fire,silvally-fire,0773/0009,,,,,-,Fire,-,95,95,95,95,95,95,226,289,317,,
,silvally-flying,silvally-flying,0773/0008,,,,,-,Flying,-,95,95,95,95,95,95,226,289,317,,
,silvally-ghost,silvally-ghost,0773/0007,,,,,-,Ghost,-,95,95,95,95,95,95,226,289,317,,
,silvally-grass,silvally-grass,0773/0011,,,,,-,Grass,-,95,95,95,95,95,95,226,289,317,,
,silvally-ground,silvally-ground,0773/0004,,,,,-,Ground,-,95,95,95,95,95,95,226,289,317,,
,silvally-ice,silvally-ice,0773/0010,,,,,-,Ice,-,95,95,95,95,95,95,226,289,317,,
,silvally-poison,silvally-poison,0773/0003,,,,,-,Poison,-,95,95,95,95,95,95,226,289,317,,
,silvally-psychic,silvally-psychic,0773/0013,,,,,-,Psychic,-,95,95,95,95,95,95,226,289,317,,
,silvally-rock,silvally-rock,0773/0005,,,,,-,Rock,-,95,95,95,95,95,95,226,289,317,,
,silvally-steel,silvally-steel,0773/0014,,,,,-,Steel,-,95,95,95,95,95,95,226,289,317,,
,silvally-water,silvally-water,0773/0002,,,,,-,Water,-,95,95,95,95,95,95,226,289,317,,
,minior-red,minior-red,0774/0001,,2,,,Minior,Rock,Flying,60,100,60,100,60,120,276,339,372,,
,minior,minior-meteor,0774,,,,,-,Rock,Flying,60,60,100,60,100,60,156,219,240,,
,komala,komala,0775,,2,,,Komala,Normal,-,65,115,65,75,95,65,166,229,251,,
,turtonator,turtonator,0776,,1,,,Turtonator,Fire,Dragon,60,78,135,91,85,36,108,171,188,,
,togedemaru,togedemaru,0777,,2,,,Togedemaru,Electric,Steel,65,98,63,40,73,96,228,291,320,,
,mimikyu,mimikyu,0778,,7,,,Mimikyu,Ghost,Fairy,55,90,80,50,105,96,228,291,320,,
,bruxish,bruxish,0779,,2,,,Bruxish,Water,Psychic,68,105,70,70,70,92,220,283,311,,
,drampa,drampa,0780,,2,,,Drampa,Normal,Dragon,78,60,85,135,91,36,108,171,188,,
,dhelmise,dhelmise,0781,,2,,,Dhelmise,Ghost,Grass,70,131,100,86,90,40,116,179,196,,
,jangmo-o,jangmoo,0782,,1,,,Jangmo-o,Dragon,-,45,55,65,45,45,45,126,189,207,,
,hakamo-o,hakamoo,0783,,1,,,Hakamo-o,Dragon,Fighting,55,75,90,65,70,65,166,229,251,,
,kommo-o,kommoo,0784,,13,,,Kommo-o,Dragon,Fighting,75,110,125,100,105,85,206,269,295,,
,tapu-koko,tapukoko,0785,,19,,,Tapu Koko,Electric,Fairy,70,115,85,95,75,130,296,359,394,,
,tapu-lele,tapulele,0786,,99,,,Tapu Lele,Psychic,Fairy,70,85,75,130,115,95,226,289,317,,
,tapu-bulu,tapubulu,0787,,15,,,Tapu Bulu,Grass,Fairy,70,130,115,85,95,75,186,249,273,,
,tapu-fini,tapufini,0788,,17,,,Tapu Fini,Water,Fairy,70,75,115,95,130,85,206,269,295,,
,cosmog,cosmog,0789,,1,,,Cosmog,Psychic,-,43,29,31,29,31,37,110,173,190,,
,cosmoem,cosmoem,0790,,1,,,Cosmoem,Psychic,-,43,29,131,29,131,37,110,173,190,,
,solgaleo,solgaleo,0791,,99,,,Solgaleo,Psychic,Steel,137,137,107,113,89,97,230,293,322,,
,lunala,lunala,0792,,99,,,Lunala,Psychic,Ghost,137,113,89,137,107,97,230,293,322,,
,nihilego,nihilego,0793,,11,,,Nihilego,Rock,Poison,109,53,47,127,131,103,242,305,335,,
,buzzwole,buzzwole,0794,,9,,,Buzzwole,Bug,Fighting,107,139,139,53,53,79,194,257,282,,
,pheromosa,pheromosa,0795,,99,,,Pheromosa,Bug,Fighting,71,137,37,137,37,151,338,401,441,,
,xurkitree,xurkitree,0796,,9,,,Xurkitree,Electric,-,83,89,71,173,71,83,202,265,291,,
,celesteela,celesteela,0797,,18,,,Celesteela,Steel,Flying,97,101,103,107,101,61,158,221,243,,
,kartana,kartana,0798,,16,,,Kartana,Grass,Steel,59,181,131,59,31,109,254,317,348,,
,guzzlord,guzzlord,0799,,3,,,Guzzlord,Dark,Dragon,223,101,53,97,53,43,122,185,203,,
,necrozma,necrozma,0800,,15,,,Necrozma,Psychic,-,97,107,101,127,89,79,194,257,282,,
,necrozma-dusk,necrozma-duskmane,0800/0002,,99,,,Necrozma-Dusk-Mane,Psychic,Steel,97,157,127,113,109,77,190,253,278,,
,necrozma-dawn,necrozma-dawnwings,0800/0003,,99,,,Necrozma-Dawn-Wings,Psychic,Ghost,97,113,109,157,127,77,190,253,278,,
,necrozma-ultra,necrozma-ultra,0800/0001,,,,,Necrozma-Ultra,Psychic,Dragon,97,167,97,167,97,129,294,357,392,,
,magearna,magearna,0801,,99,,,Magearna,Steel,Fairy,80,95,115,130,115,65,166,229,251,,
,magearna-original,magearna-original,0801/0001,,,,,-,Steel,Fairy,80,95,115,130,115,65,166,229,251,,
,marshadow,marshadow,0802,,99,,,Marshadow,Fighting,Ghost,90,125,80,90,90,125,286,349,383,,
,poipole,poipole,0803,,1,,,Poipole,Poison,-,67,73,67,73,67,73,182,245,269,,
,naganadel,naganadel,0804,,99,,,Naganadel,Poison,Dragon,73,73,73,127,73,121,278,341,375,,
,stakataka,stakataka,0805,,10,,,Stakataka,Rock,Steel,61,131,211,53,101,13,62,125,137,,
,blacephalon,blacephalon,0806,,12,,,Blacephalon,Fire,Ghost,53,127,53,151,79,107,250,313,344,,
,zeraora,zeraora,0807,,19,,,Zeraora,Electric,-,88,112,75,102,80,143,322,385,423,,
,meltan,meltan,0808,,,,,Meltan,Steel,-,46,65,65,55,35,34,104,167,183,,
,melmetal,melmetal,0809,,,,,Melmetal,Steel,-,135,143,143,80,65,34,104,167,183,,
,grookey,grookey,0810,,,,,Grookey,Grass,-,50,65,50,40,40,65,166,229,251,,
,thwackey,thwackey,0811,,,,,Thwackey,Grass,-,70,85,70,55,60,80,196,259,284,,
,rillaboom,rillaboom,0812,,,,,Rillaboom,Grass,-,100,125,90,60,70,85,206,269,295,,
,scorbunny,scorbunny,0813,,,,,Scorbunny,Fire,-,50,71,40,40,40,69,174,237,260,,
,raboot,raboot,0814,,,,,Raboot,Fire,-,65,86,60,55,60,94,224,287,315,,
,cinderace,cinderace,0815,,,,,Cinderace,Fire,-,80,116,75,65,75,119,274,337,370,,
,sobble,sobble,0816,,,,,Sobble,Water,-,50,40,40,70,40,70,176,239,262,,
,drizzile,drizzile,0817,,,,,Drizzile,Water,-,65,60,55,95,55,90,216,279,306,,
,inteleon,inteleon,0818,,,,,Inteleon,Water,-,70,85,65,125,65,120,276,339,372,,
,skwovet,skwovet,0819,,,,,Skwovet,Normal,-,70,55,55,35,35,25,86,149,163,,
,greedent,greedent,0820,,,,,Greedent,Normal,-,120,95,95,55,75,20,76,139,152,,
,rookidee,rookidee,0821,,,,,Rookidee,Flying,-,38,47,35,33,35,57,150,213,234,,
,corvisquire,corvisquire,0822,,,,,Corvisquire,Flying,-,68,67,55,43,55,77,190,253,278,,
,corviknight,corviknight,0823,,,,,Corviknight,Flying,Steel,98,87,105,53,85,67,170,233,256,,
,blipbug,blipbug,0824,,,,,Blipbug,Bug,-,25,20,20,25,45,45,126,189,207,,
,dottler,dottler,0825,,,,,Dottler,Bug,Psychic,50,35,80,50,90,30,96,159,174,,
,orbeetle,orbeetle,0826,,,,,Orbeetle,Bug,Psychic,60,45,110,80,120,90,216,279,306,,
,nickit,nickit,0827,,,,,Nickit,Dark,-,40,28,28,47,52,50,136,199,218,,
,thievul,thievul,0828,,,,,Thievul,Dark,-,70,58,58,87,92,90,216,279,306,,
,gossifleur,gossifleur,0829,,,,,Gossifleur,Grass,-,40,40,60,40,60,10,56,119,130,,
,eldegoss,eldegoss,0830,,,,,Eldegoss,Grass,-,60,50,90,80,120,60,156,219,240,,
,wooloo,wooloo,0831,,,,,Wooloo,Normal,-,42,40,55,40,45,48,132,195,214,,
,dubwool,dubwool,0832,,,,,Dubwool,Normal,-,72,80,100,60,90,88,212,275,302,,
,chewtle,chewtle,0833,,,,,Chewtle,Water,-,50,64,50,38,38,44,124,187,205,,
,drednaw,drednaw,0834,,,,,Drednaw,Water,Rock,90,115,90,48,68,74,184,247,271,,
,yamper,yamper,0835,,,,,Yamper,Electric,-,59,45,50,40,50,26,88,151,166,,
,boltund,boltund,0836,,,,,Boltund,Electric,-,69,90,60,90,60,121,278,341,375,,
,rolycoly,rolycoly,0837,,,,,Rolycoly,Rock,-,30,40,50,40,50,30,96,159,174,,
,carkol,carkol,0838,,,,,Carkol,Rock,Fire,80,60,90,60,70,50,136,199,218,,
,coalossal,coalossal,0839,,,,,Coalossal,Rock,Fire,110,80,120,80,90,30,96,159,174,,
,applin,applin,0840,,,,,Applin,Grass,Dragon,40,40,80,40,40,20,76,139,152,,
,flapple,flapple,0841,,,,,Flapple,Grass,Dragon,70,110,80,95,60,70,176,239,262,,
,appletun,appletun,0842,,,,,Appletun,Grass,Dragon,110,85,80,100,80,30,96,159,174,,
,silicobra,silicobra,0843,,,,,Silicobra,Ground,-,52,57,75,35,50,46,128,191,210,,
,sandaconda,sandaconda,0844,,,,,Sandaconda,Ground,-,72,107,125,65,70,71,178,241,265,,
,cramorant,cramorant,0845,,,,,Cramorant,Flying,Water,70,85,55,85,95,85,206,269,295,,
,arrokuda,arrokuda,0846,,,,,Arrokuda,Water,-,41,63,40,40,30,66,168,231,254,,
,barraskewda,barraskewda,0847,,,,,Barraskewda,Water,-,61,123,60,60,50,136,308,371,408,,
,toxel,toxel,0848,,,,,Toxel,Electric,Poison,40,38,35,54,35,40,116,179,196,,
,toxtricity,toxtricity,0849,,,,,Toxtricity,Electric,Poison,75,98,70,114,70,75,186,249,273,,
,toxtricity-low-key,toxtricity-lowkey,0849/0001,,,,,-,Electric,Poison,75,98,70,114,70,75,186,249,273,,
,sizzlipede,sizzlipede,0850,,,,,Sizzlipede,Fire,Bug,50,65,45,50,50,45,126,189,207,,
,centiskorch,centiskorch,0851,,,,,Centiskorch,Fire,Bug,100,115,65,90,90,65,166,229,251,,
,clobbopus,clobbopus,0852,,,,,Clobbopus,Fighting,-,50,68,60,50,50,32,100,163,179,,
,grapploct,grapploct,0853,,,,,Grapploct,Fighting,-,80,118,90,70,80,42,120,183,201,,
,sinistea,sinistea,0854,,,,,Sinistea,Ghost,-,40,45,45,74,54,50,136,199,218,,
,polteageist,polteageist,0855,,,,,Polteageist,Ghost,-,60,65,65,134,114,70,176,239,262,,
,hatenna,hatenna,0856,,,,,Hatenna,Psychic,-,42,30,45,56,53,39,114,177,194,,
,hattrem,hattrem,0857,,,,,Hattrem,Psychic,-,57,40,65,86,73,49,134,197,216,,
,hatterene,hatterene,0858,,,,,Hatterene,Psychic,Fairy,57,90,95,136,103,29,94,157,172,,
,impidimp,impidimp,0859,,,,,Impidimp,Dark,Fairy,45,45,30,55,40,50,136,199,218,,
,morgrem,morgrem,0860,,,,,Morgrem,Dark,Fairy,65,60,45,75,55,70,176,239,262,,
,grimmsnarl,grimmsnarl,0861,,,,,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,156,219,240,,
,obstagoon,obstagoon,0862,,,,,Obstagoon,Dark,Normal,93,90,101,60,81,95,226,289,317,,
,perrserker,perrserker,0863,,,,,Perrserker,Steel,-,70,110,100,50,60,50,136,199,218,,
,cursola,cursola,0864,,,,,Cursola,Ghost,-,60,95,50,145,130,30,96,159,174,,
,sirfetchd,sirfetchd,0865,,,,,Sirfetch'd,Fighting,-,62,135,95,68,82,65,166,229,251,,
,mr-rime,mrrime,0866,,,,,Mr. Rime,Ice,Psychic,80,85,75,110,100,70,176,239,262,,
,runerigus,runerigus,0867,,,,,Runerigus,Ground,Ghost,58,95,145,50,105,30,96,159,174,,
,milcery,milcery,0868,,,,,Milcery,Fairy,-,45,40,40,50,61,34,104,167,183,,
,alcremie,alcremie,0869,,,,,Alcremie,Fairy,-,65,60,75,110,121,64,164,227,249,,
,falinks,falinks,0870,,,,,Falinks,Fighting,-,65,100,100,70,60,75,186,249,273,,
,pincurchin,pincurchin,0871,,,,,Pincurchin,Electric,-,48,101,95,91,85,15,66,129,141,,
,snom,snom,0872,,,,,Snom,Ice,Bug,30,25,35,45,30,20,76,139,152,,
,frosmoth,frosmoth,0873,,,,,Frosmoth,Ice,Bug,70,65,60,125,90,65,166,229,251,,
,stonjourner,stonjourner,0874,,,,,Stonjourner,Rock,-,100,125,135,20,20,70,176,239,262,,
,eiscue,eiscue,0875,,,,,Eiscue,Ice,-,75,80,110,65,90,50,136,199,218,,
,eiscue-noice,eiscue-noice,0875/0001,,,,,-,Ice,-,75,80,70,65,50,130,296,359,394,,
,indeedee,indeedee,0876,,,,,-,Psychic,Normal,60,65,55,105,95,95,226,289,317,,
,indeedee-f,indeedee-f,0876/0000/0000/0002/,,,,,Indeedee,Psychic,Normal,70,55,65,95,105,85,206,269,295,,
,morpeko,morpeko,0877,,,,,Morpeko,Electric,Dark,58,95,58,70,58,97,230,293,322,,
,morpeko-hangry,morpeko-hangry,0877/0001,,,,,-,Electric,Dark,58,95,58,70,58,97,230,293,322,,
,cufant,cufant,0878,,,,,Cufant,Steel,-,72,80,49,40,49,40,116,179,196,,
,copperajah,copperajah,0879,,,,,Copperajah,Steel,-,122,130,69,80,69,30,96,159,174,,
,dracozolt,dracozolt,0880,,,,,Dracozolt,Electric,Dragon,90,100,90,80,70,75,186,249,273,,
,arctozolt,arctozolt,0881,,,,,Arctozolt,Electric,Ice,90,100,90,90,80,55,146,209,229,,
,dracovish,dracovish,0882,,,,,Dracovish,Water,Dragon,90,90,100,70,80,75,186,249,273,,
